15	689.0769231	470.6153846
16	689.0769231	470.6153846
17	689.0769231	470.6153846
18	689.0769231	470.6153846
32	1036.9	954.2
33	1036.9	954.2
34	1036.9	954.2
38	1049.2	1011.2
39	1049.2	1011.2
40	1049.2	1011.2
41	1049.2	1011.2
42	1049.2	1011.2
43	1049.2	1011.2
44	1049.2	1011.2
45	1049.2	1011.2
46	1049.2	1011.2
47	1049.2	1011.2
48	1049.2	1011.2
49	1049.2	1011.2
50	1049.2	1011.2
51	1049.2	1011.2
52	1049.2	1011.2
53	1049.2	1011.2
54	1049.2	1011.2
55	1049.2	1011.2
56	1049.2	1011.2
57	1049.2	1011.2
58	1049.2	1011.2
59	1049.2	1011.2
60	1049.2	1011.2
61	1049.2	1011.2
66	1070.083333	816.75
67	1070.083333	816.75
68	1070.083333	816.75
71	1087.0	1017.538462
72	1087.0	1017.538462
73	1087.0	1017.538462
74	1087.0	1017.538462
82	1038.357143	773.8571429
83	1038.357143	773.8571429
84	1038.357143	773.8571429
85	1038.357143	773.8571429
86	1038.357143	773.8571429
87	1038.357143	773.8571429
88	1038.357143	773.8571429
89	1038.357143	773.8571429
91	1088.275862	820.0
92	1088.275862	820.0
93	1088.275862	820.0
94	1088.275862	820.0
95	1088.275862	820.0
96	1088.275862	820.0
97	1088.275862	820.0
98	1088.275862	820.0
99	1088.275862	820.0
115	788.0059694	600.8526889
116	788.0059694	600.8526889
117	788.0059694	600.8526889
118	788.0059694	600.8526889
119	788.0059694	600.8526889
120	788.0059694	600.8526889
121	788.0059694	600.8526889
123	827.9444444	598.3333333
124	827.9444444	598.3333333
125	827.9444444	598.3333333
126	827.9444444	598.3333333
127	827.9444444	598.3333333
129	892.3333333	584.0
130	892.3333333	584.0
131	892.3333333	584.0
132	892.3333333	584.0
136	894.974359	513.3846154
137	894.974359	513.3846154
138	894.974359	513.3846154
139	894.974359	513.3846154
140	894.974359	513.3846154
141	894.974359	513.3846154
142	894.974359	513.3846154
143	894.974359	513.3846154
144	894.974359	513.3846154
145	894.974359	513.3846154
146	894.974359	513.3846154
163	1090.666667	1011.0
164	1090.666667	1011.0
165	1090.666667	1011.0
166	1090.666667	1011.0
168	1048.833333	1000.5
169	1048.833333	1000.5
170	1048.833333	1000.5
172	1090.288889	998.8666667
173	1090.288889	998.8666667
174	1090.288889	998.8666667
175	1090.288889	998.8666667
176	1090.288889	998.8666667
177	1090.288889	998.8666667
178	1090.288889	998.8666667
179	1090.288889	998.8666667
180	1090.288889	998.8666667
181	1090.288889	998.8666667
182	1090.288889	998.8666667
183	1090.288889	998.8666667
184	1090.288889	998.8666667
185	1090.288889	998.8666667
187	1071.272837	995.8636784
188	1071.272837	995.8636784
189	1071.272837	995.8636784
190	1071.272837	995.8636784
191	1071.272837	995.8636784
192	1071.272837	995.8636784
193	1071.272837	995.8636784
195	1084.045455	997.5
196	1084.045455	997.5
197	1084.045455	997.5
198	1084.045455	997.5
199	1084.045455	997.5
200	1084.045455	997.5
229	914.1212121	556.3939394
230	914.1212121	556.3939394
231	914.1212121	556.3939394
232	914.1212121	556.3939394
233	914.1212121	556.3939394
234	914.1212121	556.3939394
235	914.1212121	556.3939394
236	914.1212121	556.3939394
237	914.1212121	556.3939394
239	927.6969697	581.6060606
240	927.6969697	581.6060606
241	927.6969697	581.6060606
242	927.6969697	581.6060606
243	927.6969697	581.6060606
244	927.6969697	581.6060606
245	927.6969697	581.6060606
246	927.6969697	581.6060606
